,create_date,location_name,msg
1293,2021/11/13 17:28:35,경상남도 김해시,[김해시청] 11.9.(화) 11:10~12:05 삼성기사식당(김해대로 1079)에 방문하신 분은 인근 선별진료소에서 코로나 검사하시기 바랍니다.
1294,2021/11/13 17:19:09,경기도 가평군,[가평군청] 11월 13일 코로나19 일일확진자 2명(416번~417번) 발생. 기본방역 수칙 준수 철저 당부.
1295,2021/11/13 17:12:24,경기도 광주시,"[광주시청] 11월 13일 17시 기준 확진자 24명 발생. 기침, 발열 등 의심 증상 발현 시 가까운 선별진료소에서 검사받으세요."
1296,2021/11/13 17:06:47,경상남도 김해시,"[김해시청]11.13(토) 확진자 4명(외국인 아동돌봄 시설관련 3, 관내 확진자 접촉 1) / 자세한 사항은 김해시블로그 vo.la/E242P 참고 바랍니다"
1297,2021/11/13 17:01:10,경기도 김포시,"[김포시청] 11월 13일 17시 기준, 코로나19 확진자 32명 발생/ 세부사항은 김포시 블로그를 참조하시기 바랍니다. vo.la/B1bNB"
1298,2021/11/13 17:00:58,경상남도 밀양시,[밀양시청] 11월13일(토)17시 기준 코로나19 확진자 1명발생(밀양271번 유증상) 단계적 일상회복에 따른 기본방역수칙을 준수합시다.
1299,2021/11/13 16:51:55,울산광역시 북구,"[울산경찰청] 경찰은 북구에서 실종된 주효진씨(여, 28세)를 찾습니다 - 157cm, 69kg, 검정패딩, 검정바지 vo.la/mTA8i / ☎182"
1300,2021/11/13 16:37:24,경기도 평택시,"[평택시]확진자20명(타시민6명,평택시민14명)발생/감염확산을 차단하고 나와가족의 안전을 지키기 위한 마스크착용 등 기본방역수칙을 철저히 준수해 주시길바랍니다."
1301,2021/11/13 16:33:06,충청북도 진천군,"[진천군청]▲11.12코로나 확진자 3명(내국인1,외국인2).▲손씻기,마스크착용 등 방역수칙준수바랍니다.▲증상발현시 주소지 관할보건소에서 코로나무료검사바랍니다."
1302,2021/11/13 16:30:00,경기도 광명시,"[광명시청] 11월13일 16시 기준 확진자34명발생(확진자접촉18,역학조사중16) 세부내용은 블로그 참조바랍니다. blog.naver.com/gmcityhall"
1303,2021/11/13 16:27:59,충청남도 계룡시,[계룡시청]11월13일 16시기준 확진자 3명 발생(계룡96~98번) 역학조사중으로 감염경로 및 동선은 추후 홈페이지 참고바라며 개인 방역수칙 준수부탁드립니다.
1304,2021/11/13 16:19:43,충청남도 당진시,"[당진시청]11/13(토) 16시기준 확진자 8명 발생(관내접촉6, 조사중2) 총1208명 ▲마스크 착용 및 손소독 등 방역수칙 준수 바랍니다."
1305,2021/11/13 16:10:45,충청북도 음성군,"[음성군청] 11월 13일 확진자 5명(내국인)발생▲동선,접촉자 조사중▲타지역 방문,모임,지인초청 자제▲유증상시 주민께서는 PCR검사 받으시기 바랍니다."
1306,2021/11/13 16:02:03,경기도 오산시,"[오산시청] 11월 13일 16시 기준 확진자 6명(오산5,타지역1) 발생. 자세한 내용은 pf.kakao.com/_ubxjxdxb 를 참조하시기 바랍니다."
1307,2021/11/13 15:55:57,경기도 과천시,[과천시청] 11월13일13시 기준 신규확진 13명 발생 https://www.gccity.go.kr/corona.jsp 가벼운 의심증상도 무조건 코로나 검사
1308,2021/11/13 15:36:38,경상북도 구미시,"[구미시청]11/10(수)~11/12(금) 월드마트(1공단로7길 86-21, 공단동) 방문자는 가까운 선별진료소에서 코로나19 검사를 받으시기 바랍니다."
1309,2021/11/13 15:24:37,부산광역시 전체,"[부산시]11.10(수) 09:30~12:30 구봉탕 (동구 초량로75번길 6, 초량동) 여탕 방문자는 코로나검사 후 동구보건소 상담바랍니다.(소독완료)"
1310,2021/11/13 15:23:33,부산광역시 전체,"[부산시]11.6(토) 12:00~24:00, 윈펍(사하구 낙동대로 491, 6층, 하단2동) 이용자는 인근 보건소에서 코로나 검사 바랍니다.(소독완료)"
1311,2021/11/13 15:19:09,경상남도 진주시,"[진주시청] 13일 15시 기준 확진자 14명(자가격리 중 1명, 관내 회사 관련 외국인 종사자 13명) 발생. 상세 현황은 시 누리집 참조 바랍니다."
1312,2021/11/13 15:08:52,경기도 의왕시,[의왕시청] ▲11월13일 15시 기준 코로나19 확진자 7명 발생. 자세한 사항은 시홈페이지 및 SNS 참고 바랍니다. pf.kakao.com/_xdPSRK
1313,2021/11/13 14:58:03,경기도 군포시,"[군포시청]11월 13일 14시 기준 코로나19 신규확진자 15명 발생. 상세내용은 군포시홈페이지, SNS등 참조바랍니다. pf.kakao.com/_eDSsxb"
1314,2021/11/13 14:53:20,경상남도 양산시,"[양산시청] 11.13.(토) 15시기준, 코로나19 확진자 4명발생(가족간 전파 2, 타지역 확진자 접촉 1, 감염원불명 1)"
1315,2021/11/13 14:39:48,경상남도 통영시,"[통영시청]11.13(토) 확진자 2명발생(251~252번)발생/감염경로 조사중▷타지역 방문자제/개인방역수칙(코로나 백신접종, 실내외 마스크 착용)준수 바랍니다."
1316,2021/11/13 14:32:42,대구광역시 전체,"[대구광역시] 서울곱창(동구 동내로8, 1층) 11/4 17시~22시 방문하신 분은 임시선별검사소 및 보건소(예약)에서 검사 받으시기 바랍니다."
1317,2021/11/13 14:31:40,강원도 원주시,"[원주시청] 11.8.~11.12.'충원상회(서원대로33, 단계동, 농산물도매시장내)' 방문자는 오늘 17시까지 보건소에서 코로나 검사 받으세요."
1318,2021/11/13 14:31:13,경기도 안산시,[안산시청]11월13일 14시기준 확진자 30명 발생 asq.kr/yGChVlV ▲다문화접종센터▲미접종자(외국인포함)접종가능▲얀센 url.kr/x3bi48
1319,2021/11/13 14:29:10,대구광역시 전체,[대구광역시]무림당(달성군 구지면 창리로11길 63) 10/31 이후 방문하신 분은 임시선별검사소 및 보건소(예약)에서 검사 받으시기 바랍니다.
1320,2021/11/13 14:10:14,전라북도 전체,[전라북도청] 11.2.(화)~11.4.(목) 강원도 평창에서 기독교장로회 남신도회 전국대회 참석자는 코로나19 검사를 속히 실시하여 주시기 바랍니다.
1321,2021/11/13 14:09:58,경기도 시흥시,"[시흥시청] 11월 13일 14시 기준 20명 발생(관내 16, 관외 3, 해외입국 1) blog.naver.com/siheungblog/222566983145"
1322,2021/11/13 14:02:30,경상남도 사천시,[사천시청] 11.13.(토) 14시 기준 확진자 2명(조사중2) 발생▲의심증상시 즉시 진단검사 받으시기 바랍니다.
1323,2021/11/13 13:56:47,전라북도 완주군,[완주군청] 11월 13일(토) 0시 기준 확진자 7명 발생 / 발생정보 pf.kakao.com/_dpxmcl 참고 /의심증상 시 검사 및 방역수칙 준수 바랍니다
1324,2021/11/13 13:08:09,충청남도 공주시,"[공주시청] 11월 13일 13시 기준. 확진자 1명 발생. 공주318번(10대, 가족접촉). 백신접종을 많이 할수록 일상으로 가는 길이 빠르고 안전합니다."
1325,2021/11/13 13:04:53,경기도 평택시,"[평택시청]11.10(수)~11.12(금) 고덕삼성AI지식산업센터(고덕중앙로294,SAC센터)방문자 및 근무자는 가까운 선별진료소에서 검사를 받아주시기 바랍니다."
1326,2021/11/13 12:57:23,충청북도 음성군,[음성군청]11.7.(일)~12.(금) 생극면 그린반점에서 배달주문 하거나 직접방문한 분들은 증상유무 관계없이 가까운 보건소에서 코로나 검사를 받으시기 바랍니다.
1327,2021/11/13 12:55:41,경상남도 하동군,[하동군청] 11/7(일) 18시~19시 시장통국밥(하동읍 시장2길 8) 방문자는 가까운 선별진료소에서 코로나검사 받으시기 바랍니다.
1328,2021/11/13 12:02:07,전라북도 고창군,[고창군청]11.3.~오늘까지 고창전통시장 시장통국밥집(한걸음순대)이용자와 전통시장이용자 시장대합실 임시선별진료소(오늘 18:00까지)에서 검사받으시기 바랍니다.
1329,2021/11/13 12:01:02,경기도 안양시,"[안양시청]▲11.13.(토) 11:00기준 신규확진자 48명 url.kr/k6ofcm ▲주기적 실내환기, 개인위생(마스크착용, 손씻기 등) 방역수칙 준수 철저"
1330,2021/11/13 11:55:28,경상남도 창원시,"[창원시청] (발생일자 정정) 11.12. 확진자 16명 발생 ▲의창1,성산4,합포7,회원2,타지역1,격리중1 △선별검사소-창원종합버스터미널,3개보건소"
1331,2021/11/13 11:50:32,경상남도 창원시,"[창원시청] 11.13. 확진자 16명 발생 ▲의창1,성산4,합포7,회원2,타지역1,격리중1 △선별검사소-창원종합버스터미널,3개보건소"
1332,2021/11/13 11:30:00,서울특별시 전체,"[서울시청] 11.13.(토) 00시 기준 신규 확진자 1,005명 발생, bit.ly/3o0icfp 참고. 얀센접종자와 고위험군은 추가접종 바랍니다. ☎120"
1333,2021/11/13 11:29:31,경상남도 하동군,[하동군청] 11/8 15:35 하동시외버스터미널 출발->17:35부산서부버스터미널 도착 5721 탑승자는 하동군보건소(880-6633)로 연락바랍니다.
1334,2021/11/13 11:22:49,전라북도 전체,"[전라북도청]11월10일(65명), 11일(59명) 확진자 발생, 집단감염 차단은 개인 마스크 착용과 자주 환기, 의심증상 있으면 꼭 검사 받으시기 바랍니다."
1335,2021/11/13 11:06:55,제주특별자치도 전체,"[제주도]13일 0시 기준 확진자 15명발생(누적확진3,260명, 완치3,113명, 사망5명, 자가격리776명) covid19.jeju.go.kr/info.jsp"
1336,2021/11/13 11:00:07,부산광역시 전체,"[부산시]11.13(토,0시기준)코로나64명(중2,서3,동1,영도1,부산진8,동래2,남5,북5,해운대14,사하1,금정1,강서1,연제9,수영6,사상2,기장1병원2)"
1337,2021/11/13 11:00:04,전라남도 전체,"[전남도청] 요양병원, 요양시설 돌파감염으로 집단감염 확산 √시설 종사자 주1회 선제검사 ▲주말 타지역 방문 접촉 자제 √유증상시 즉시 보건소 무료검사 바랍니다."
1338,2021/11/13 11:00:03,경기도 용인시,"[용인시청]11월13일 0시기준 확진자 31명, 기침, 발열 등 의심증상 발현시 가까운 선별진료소에서 검사 받으시기 바랍니다. corona.yongin.go.kr"
1339,2021/11/13 10:57:05,전라남도 해남군,[해남군청]해남82번 확진자 동선관련▶11.12. 검사결과 확진자 마을주민 7명 외 전원음성▶황산면민께서는 접종완료자라도 황산면사무소 임시선별검사소에서 검사 바람
1340,2021/11/13 10:44:06,경기도 성남시,"[성남시청]11월 13일 0시기준 신규확진자 60명(수정구 14, 중원구 16, 분당구 24, 타지역 6)이 발생하였습니다 corona.seongnam.go.kr"
1341,2021/11/13 10:43:49,충청남도 아산시,"[아산시청] 11월 12일 확진자 18명(가족4, 직장10, 타지역1, 해외1, 조사중2) / 병원 집단 돌파감염 발생, 병문안 자제 및 방역수칙 준수바랍니다."
1342,2021/11/13 10:42:12,전라북도 부안군,[부안군청] 11.13(토) 10시30분 기준 확진자9명(부안148~156번) 발생/역학조사중/발생정보 http://pf.kakao.com/_xkExfhs
1343,2021/11/13 10:42:11,충청북도 청주시,"[청주시청]11월12일 확진자 12명 발생(상당구2,서원구5,흥덕구3,청원구2)▲홈페이지 참조▲코로나19 백신 미접종자는 예방접종에 적극 참여해 주시기 바랍니다."
1344,2021/11/13 10:41:08,충청남도 금산군,"[금산군청] 11.13(토) 10시 기준 신규확진자 6명(격리중2, 수동감시중3, 신규1)발생 / 위드코로나를 위해 개인 방역수칙을 철저히 지켜 주시기 바랍니다."
1345,2021/11/13 10:35:48,강원도 전체,[강원도청] 11.12.(금) 도내 코로나19 확진 31명(춘천9 원주8 속초4 철원3 강릉2 홍천2 고성2 태백1) ▶접촉의심 및 감기증상 시 즉시검사 당부드림
1346,2021/11/13 10:32:20,충청남도 당진시,[당진시청]②11/6(토)17시~18:35 선창횟집(송악읍 한진포구길61-2)방문자 시청선별진료소 검사바랍니다▲방문 전 전자문진표 작성 권고 vo.la/BRDCw
1347,2021/11/13 10:30:50,충청남도 당진시,[당진시청]①11/9(화) 11시~12시 송산면행정복지센터(송산면 상거리 326-2) 방문자는 15시30분까지 당진시청(당진시 시청1로 1) 선별진료소검사바랍니다
1348,2021/11/13 10:25:30,전라북도 김제시,[김제시청]11.13.(토) 10시기준 확진자 1명 발생/확진자 접촉1/ 유증상 시 병원 방문 전 선별진료소 방문 바랍니다.
1349,2021/11/13 10:21:04,대구광역시 전체,"[대구광역시] 13일 0시 기준 확진자 73명 발생. 지역발생 73명(달성군19,서구17,북구14,동구8,달서구8,수성구5,중구1,서울1)."
1350,2021/11/13 10:05:38,경기도 수원시,"[수원시청] 11월 13일 0시 기준, 수원 확진자 37명 발생. 기침, 발열 등 의심증상 있으면 가까운 선별진료소에서 검사받으세요. me2.kr/pxukq"
1351,2021/11/13 10:05:20,경상북도 성주군,[Seongju]외국인대상 Foreigners(Uzbek) who didn't get tested Covid-19 please visit Health Center
1352,2021/11/13 10:02:15,대전광역시 전체,"[대전광역시] 오늘 0시 기준, 어제 하루 총 32명 추가 발생.(동구 2, 중구 3, 서구 10, 유성구 14, 대덕구 3)."
1353,2021/11/13 10:00:56,전라북도 전주시,[전주시청]11.13(토) 현재기준 2명 발생(전일 16명) / (corona.jeonju.go.kr) 의심증상시 선별진료소 즉시 검사 바랍니다.
1354,2021/11/13 10:00:30,경기도 화성시,"[화성시청] 11월 13일 0시 기준, 확진자 24명 발생하였습니다. 상세내용은 hscity.go.kr/crn.do 참조"
1355,2021/11/13 10:00:26,울산광역시 전체,[울산광역시] 11.13. 0시 기준 코로나19 확진자 1명(남구 1) ▲안전한 수능을 위한 방역관리에 동참하여 주시기 바랍니다.
1356,2021/11/13 09:59:55,세종특별자치시,"[세종시청] 11월 13일 0시 기준, 전일확진자 1명(누적 1,400명) 발생. 감염경로 조사중 1. 자세한 사항은 시 홈페이지 참고바랍니다."
1357,2021/11/13 09:58:36,전라남도 장흥군,[장흥군청] 자가격리 중 확진자 1명 발생 ▶이동동선 및 접촉자 파악 중 ▶타지역 방문 및 외지인 접촉 자제 ▶유증상시 접종유무와 상관없이 선별진료소 검사바람
1358,2021/11/13 09:55:01,강원도 철원군,[철원군청]11월11일18시~19시 철원병원장례식장2층(본관) 방문자는 철원군보건소 선별진료소에서 11시까지 코로나19검사를 받으시기 바랍니다.(450-5468)
1359,2021/11/13 09:53:41,경상북도 전체,"[경상북도청]11/13 0시 기준, 코로나19 신규확진자 35명(성주9,영천8,김천3,안동3,의성3,문경2,경산2,경주2,포항1,구미1,예천1).시군홈페이지 참조"
1360,2021/11/13 09:51:42,인천광역시 전체,"[인천시]11.13.(토) 0시기준 코로나19 확진 166명(중11,동1,미추홀24,연수16,남동41,부평28,계양18,서23,강화4,옹진0)시,군구 홈페이지참조"
1361,2021/11/13 09:40:23,경기도 하남시,"[하남시청] 11/13(토) 0시 기준 신규 확진자 18명(관내 16명, 타지역 2명) 발생. 블로그 및 홈페이지 참고하시기 바랍니다. c11.kr/tt34"
1362,2021/11/13 09:39:47,경기도 고양시,"[고양시청] 11.12.(금) 일일 확진자 76명(덕양구32,일산동구16,일산서구16,타지역거주12)▶타지역확진 고양시민6명 vo.la/iBARC 참조바랍니다.."
1363,2021/11/13 09:30:26,충청북도 전체,[충북도청] 코로나19 확산 방지와 일상회복을 위해 ▲개인 방역수칙 준수 ▲백신 예방접종에 적극 참여 바랍니다. ▲12일 도내 확진자 23명 발생
1364,2021/11/13 09:27:57,전라남도 화순군,"[화순군청] 11.12.(금) 24시 기준 코로나19 확진자1명 발생(화순133번) 접촉자 파악 및 감염경로 조사중, 경미한 감기증상도 검사바랍니다"
1365,2021/11/13 09:27:34,전라북도 정읍시,[정읍시청]11.13.(토)9시기준 정읍186번 확진자 발생/유증상검사 확진/카카오톡 채널참고/유증상시 신속히 검사바랍니다. pf.kakao.com/_axcMvK
1366,2021/11/13 09:24:52,충청남도 천안시,"[천안시청] 확진자 26명 [타시민1, 천안시민25] ▶ 마스크 착용, 1일 3번이상 주기적 환기, 적극적 진단검사 등 일상 속 방역실천 바랍니다."
1367,2021/11/13 09:16:59,경기도 포천시,"[포천시청] 11월 13일 0시 기준 코로나19 일일확진자 10명(포천시 9명, 타지역 1명/내국인 7명, 외국인 3명) 발생. c11.kr/tt32"
1368,2021/11/13 09:06:41,경기도 양주시,"[양주시청] 11월 13일 00시 기준 확진자 14명 발생/기침, 발열 등 의심증상 발현시 가까운 선별진료소에서 검사받으시기 바랍니다. c11.kr/o1wn"
1369,2021/11/13 09:05:13,경상북도 안동시,"[안동시청] 11.7(일) 12:00~13:00 한뚝배기(용상동, 중평4길3) 방문자는 가까운 보건소 방문하여 코로나19 검사바랍니다."
1370,2021/11/13 09:03:39,경기도 동두천시,"[동두천시청] 11월 13일 0시 기준 확진자 24명(동두천 12명, 집단시설 12명) 발생. 코로나19 방역수칙 준수 바랍니다. c11.kr/ddc21"
1371,2021/11/13 09:00:04,충청남도 보령시,[보령시청]11월13일(토) 09:00기준 신규확진자 1명 발생(보령시 304번확진자 접촉자)자세한사항은 vo.la/onM84 참고/산악회 등 사적모임12명 준수
1372,2021/11/13 09:00:04,경기도 파주시,[파주시청] 11월13일 0시 기준 확진자 23명 발생(3492~3514번). 홈페이지 및 블로그 vo.la/DVULs 참조바랍니다.
1373,2021/11/13 08:51:19,"전라남도 강진군,전라남도 고흥군,전라남도 곡성군,전라남도 광양시,전라남도 구례군,전라남도 나주시,전라남도 담양군,전라남도 목포시,전라남도 보성군,전라남도 순천시,전라남도 신안군,전라남도 영광군,전라남도 영암군,전라남도 완도군,전라남도 장성군,전라남도 장흥군,전라남도 진도군,전라남도 함평군,전라남도 화순군","[전남도청] 11.12. 24시 기준 확진19명(목포3,여수1,곡성1,장흥3,해남8,무안1,함평1,장성1) ▲마스크쓰기√손 씻기√증상 의심시 진단 검사받으세요."
1374,2021/11/13 08:47:18,전라남도 무안군,"[무안군청] 11.13.(토) 24시 기준 확진자 1명(자가격리중 1) 발생 ▲타지역 방문 등 불필요한 모임 자제 및 손씻기, 마스크착용 등 방역수칙 준수바랍니다"
1375,2021/11/13 08:44:51,충청남도 예산군,[예산군청] 11월13일 08:00기준 예산247번 확진자1명(타지역주민)발생/김장철 가족간 감염예방을 위한 이동자제 및 방역수칙 준수바랍니다.
1376,2021/11/13 08:44:20,전라남도 여수시,"[여수시청] 11. 12. 24:00기준 총1명 발생(타지역 확진자 접촉1)/ 마스크착용 등 개인방역수칙 철저, 타지역 방문접촉시 검사확인후 일상복귀바랍니다."
1377,2021/11/13 08:40:24,전라북도 익산시,"[익산시청] 11월13일 ▶전일20명 834~853번 ▶돌파감염 다수,추가접종 필수 ▶익산시선별문진표 covid19m.kdca.go.kr/phc/35700092"
1378,2021/11/13 08:34:38,광주광역시 전체,[광주광역시]11.13일 0시기준 확진자 31명 발생. 4명 동선 및 접촉자 조사중.27명은 자가격리중 확진되어 동선 없습니다 https://c11.kr/moaz
1379,2021/11/13 08:30:09,충청북도 제천시,"[제천시청] 11.13(토) 08:30 현재. 확진자 4명(모두 격리중), 양성의심재검자 1명(격리중) 발생. 방역수칙과 함께 즐거운 휴일 보내세요."
1380,2021/11/13 08:20:18,전라남도 해남군,[해남군청]타지역 방문후 입원전 검사 확진자와 밀접접촉한 가족·마을주민 7명 추가확진▶황산면민께서는 증상유뮤 관계없이 황산면사무소 임시선별검사소에서 검사 바랍니다
1381,2021/11/13 08:05:48,전라북도 군산시,"[군산시청] ▲11/13(토) 08시 기준 전일 8명 확진자 발생(821~828) ▲격리중 1, 조사중 2, 확진자 접촉 5 ▲방역수칙을 잘 지켜주시기 바랍니다."
1382,2021/11/12 20:25:48,전라남도 장흥군,[장흥군청] 추가 확진자 1명 발생 관련 ▶11.9(화) 14:00~15:00 장흥종합병원 방문자는 보건소 선별진료소(9시~18시) 검사바랍니다.
1383,2021/11/12 19:49:31,경상남도 김해시,"[김해시청] 11.9 18:36 투썸플레이스 인제대점(인제로192)에 입장하여 4,100원 아메리카노 현금결제하고 23:35에 퇴장하신 남성분 검사바랍니다."
1384,2021/11/12 19:23:23,경기도 의정부시,"[의정부시청]11월 12일 18시 기준 확진자 38명 발생, 홈페이지 및 블로그 c11.kr/joao 참고 바랍니다."
1385,2021/11/12 19:17:08,경기도 이천시,"[이천시청]11월 12일 확진자 6명 발생(2,383~2,388번 관내4, 관외2) 자세한 내용은 홈페이지(icheon.go.kr) 및 블로그 참조 바랍니다."
1386,2021/11/12 19:04:09,대구광역시 북구,"[대구경찰청] 북구에서 배회중인 김명구씨(남, 76세)를 찾습니다 - 168cm, 58kg, 회색체크남방, 검정바지, 검정운동화 vo.la/ngnOE / ☎182"
1387,2021/11/12 19:03:06,대구광역시 동구,"[대구경찰청] 동구에서 배회중인 김명구씨(남, 76세)를 찾습니다 - 168cm, 58kg, 회색체크남방, 검정바지, 검정운동화 vo.la/ngnOE / ☎182"
1388,2021/11/12 19:01:24,대구광역시 수성구,"[대구경찰청] 수성구에서 실종된 김명구씨(남, 76세)를 찾습니다 - 168cm, 58kg, 회색체크남방, 검정바지, 검정운동화 vo.la/ngnOE / ☎182"
1389,2021/11/12 18:38:57,경기도 과천시,[과천시청] 11월12일 17시 기준 신규확진 13명 발생 https://www.gccity.go.kr/corona.jsp 가벼운 의심증상도 무조건 코로나 검사
1390,2021/11/12 18:31:22,서울특별시 서초구,[서초구청] 11.3(수)~11.12(금) 반포 미도상가(서초중앙로 29길 28) 이용객은 선별진료소에서 코로나19 검사바랍니다. seocho.go.kr
1391,2021/11/12 18:29:33,충청남도 홍성군,[홍성군청]11월12일(금) 18시 기준 확진자 1명(홍성343번) 발생. 타지역 거주자 1명. 역학조사 및 방역소독 완료
1392,2021/11/12 18:25:44,부산광역시 전체,"[부산시]11.6.(토)-11.10(수)05:00-09:00,미남스포렉스(동래구 석사북로97번길 16,온천동)남탕 이용한분 보건소 코로나 검사바랍니다.(소독완료)"
1393,2021/11/12 18:24:02,경기도 양평군,"[양평군청] 11월 12일 18시 기준 코로나19 확진자 8명 발생, 관련 사항은 www.yp21.go.kr/corona.jsp 참고하세요."
1394,2021/11/12 18:18:51,경기도 구리시,"[구리시청] 11.12.(금) 신규 확진자 13명(격리중2, 타지역2) 발생. 세부 현황은 시 홈페이지 및 블로그 참조 바랍니다 bit.ly/3olwztl"
1395,2021/11/12 18:15:55,충청남도 논산시,"[논산시청] 11월 12일 확진자 5명(내국인4,외국인1/조사중4,타지역1) 발생 ▶타지역 이동·방문 후에는 보건소 선별진료소에서 PCR검사 받으시기 바랍니다."
1396,2021/11/12 18:12:22,경기도 남양주시,"[남양주시청] 11.12.(금) 코로나19 확진자 35명 발생. 방역사항은 홈페이지, 블로그 참고바랍니다. c11.kr/tstf 증상의심시 코로나19검사받으세요."
1397,2021/11/12 18:07:02,경기도 여주시,"[여주시청] 11월 12일 확진자 855번 1명(관내) 발생, 마스크 착용 등 방역수칙을 준수해 주시기 바랍니다. ☞ www.yeoju.go.kr"
1398,2021/11/12 18:04:19,경기도 연천군,[연천군청] 11월 12일 코로나19 18시 기준 확진자 발생 1명(연천군민 1명) 관련 내용은 블로그 참조 바랍니다. url.kr/3euxdv
1399,2021/11/12 18:01:07,경기도 안성시,"[안성시청]11.12 코로나19 확진자7명(확진자접촉2,자가격리4,해외입국1)발생. 역학조사, 방역조치완료 anseong.go.kr/corona_index.jsp"
1400,2021/11/12 18:00:02,경기도 부천시,"[부천시청] 11월 12일(금) 18:00기준 코로나19확진자 54명발생, 세부내용은 블로그 참조하시기 바랍니다 blog.naver.com/bucheon-city"
1401,2021/11/12 17:58:49,충청북도 충주시,[충주시청] 11월12일 확진자 1명 발생(자가격리중). 일상회복을 위해▲마스크 착용▲손씻기▲소독 생활화▲주기적 환기▲백신예방접종에 적극 동참하여 주시기 바랍니다
1402,2021/11/12 17:48:16,전라남도 목포시,"[목포시청] 11.6(토), 11.7(일), 14:00~16:00 반도 성인 콜라텍(중화길18번길 20) 방문자는 보건소 선별진료소에서 즉시 검사 바랍니다."
1403,2021/11/12 17:47:45,경상남도 김해시,[김해시청] 11.10(수) 12:59~13:05 부산출입국외국인사무소 김해출장소(가락로58)에 방문하신 분은 코로나19 검사하시기 바랍니다.
1404,2021/11/12 17:40:44,경기도 가평군,[가평군청] 11월 12일 코로나19 일일확진자 3명(413번~415번) 발생. 기본방역 수칙 준수 철저 당부.
1405,2021/11/12 17:30:00,전라남도 해남군,[해남군청] 확진자 1명 발생 ▶ 감기증상으로 병원 입원 전 검사 양성 ▶ 역학조사중 ▶ 백신접종완료자라도 가벼운 증상 발현 시 선별진료소에서 진단검사 바랍니다.
1406,2021/11/12 17:27:37,경기도 평택시,"[평택시]확진자15명(타시민3해외입국1평택시민11)발생/수능시험을 앞두고 학원,독서실,다중이용시설 기본방역수칙 준수 및 마스크착용을 철저히 준수해 주시길 바랍니다"
1407,2021/11/12 17:15:02,전라북도 부안군,[부안군청] 확진자동선 추가안내/엔젤연합소아청소년과 11.10(수) 16:30~17:30 방문자 검사바랍니다/ http://pf.kakao.com/_xkExfhs
1408,2021/11/12 17:13:18,경상남도 김해시,"[김해시청] 11.12(금) 확진자 8명 발생(외국인 아동돌봄 시설관련 3, 관내 3, 조사중 2)/자세한 사항은 김해시블로그 vo.la/E242P 참고 바랍니다"
1409,2021/11/12 17:12:44,전라남도 구례군,[구례군청] 11.8.(월) 17:25~18:25 땅고랑오리집(구례읍)을 이용하신 분은 선별진료소에서 (09시~18시 운영) 검사 받으시기 바랍니다.
1410,2021/11/12 17:09:29,전라남도 함평군,[함평군청]확진자 관련 11.10.(수)10:30~10:50 학교사랑의원 방문자는 황소주차장에서 코로나검사 받으세요.(소독완료)√발열√기침√인후통시 검사받으세요.
1411,2021/11/12 17:08:10,경상남도 산청군,[산청군청] 코로나19 모더나 백신 접종안내 대상: 18세 이상 미접종자 일시: 11.14.(일) 09~11시 장소: 산청군보건의료원 문의처: 970-7545
1412,2021/11/12 17:06:23,전라남도 장흥군,"[장흥군청] 추가 확진자 2명 발생 ▶장흥우리병원 11.1(월) 11:25~14:00, 11.9(화) 13:30~15:00 방문자는 즉시 선별진료소 검사바랍니다."
1413,2021/11/12 17:02:40,경기도 김포시,"[김포시청] 11월 12일 17시 기준, 코로나19 확진자 34명 발생/ 세부사항은 김포시 블로그를 참조하시기 바랍니다. vo.la/yoAwq"
1414,2021/11/12 17:01:33,경기도 광주시,"[광주시청] 11월 12일 17시 기준 확진자 24명 발생. 기침, 발열 등 의심 증상 발현 시 가까운 선별진료소에서 검사받으세요."
1415,2021/11/12 17:00:55,충청북도 증평군,"[증평군청] 11월 12일 17시 기준 확진자 2명 발생(확진자의 접촉자). 방역수칙을 준수하여 주시고, 발열 등 유증상 시 즉시 진단검사를 받으시기 바랍니다."
1416,2021/11/12 17:00:25,경상남도 밀양시,[밀양시청] 11월12일(금)17시 기준 코로나19 확진자 1명발생(밀양270번 타지역 확진자 접촉) 단계적 일상회복에 따른 기본방역수칙을 준수합시다.
1417,2021/11/12 16:54:21,전라남도 함평군,[함평군청]확진자 관련 11.9.(화) 15:10~15:20 학교천지농협 방문자는 황소주차장에서 코로나검사 받으세요.(소독완료) 타지역 접촉자 꼭 검사받으세요.
1418,2021/11/12 16:49:08,충청남도 당진시,"[당진시청]11/12(금) 16시기준 확진자12명발생(격리중1,관내접촉1,조사중7,타지역접촉3) 총1200명 ▲유증상 시 모임자제, 선별진료소 방문요청드립니다."
1419,2021/11/12 16:45:17,경상남도 창원시,"[창원시청] 11.9.(화)11:40~12:10 아워홈 신화테크노밸리창원점(의창구 평산로 15 지하1층, 방역완료) 이용자는 선별진료소에서 검사받으시기 바랍니다."
1420,2021/11/12 16:36:24,경기도 의왕시,[의왕시청] ▲11월12일 16시 기준 코로나19 확진자 7명 발생. 자세한 사항은 시홈페이지 및 SNS 참고 바랍니다. pf.kakao.com/_xdPSRK
1421,2021/11/12 16:30:00,경기도 광명시,"[광명시청] 11월12일 16시 기준 확진자11명발생(확진자접촉7, 역학조사중4) 세부내용은 블로그 참조 바랍니다. blog.naver.com/gmcityhall"
